Fecha,Cliente,TipoVenta,Clase,Aparato,Paquete,Fitpass,Sucursal,Total
2024-09-05,Regina Mendoza,Paquete,Chair,Chair,12,No,Condesa,4657
2024-09-05,Camila Morales,Fitpass,Chair,Chair,0,Sí,Condesa,217
2024-09-05,Fernanda Martínez,Paquete,Chair,Chair,8,No,Roma,3116
2024-09-05,Alejandro Hernández,Fitpass,Mat Pilates,Ninguno,0,Sí,Polanco,194
2024-09-05,Fernando Cruz,Paquete,Cadillac,Cadillac,8,No,Condesa,2954
2024-09-05,Fernando Mendoza,Fitpass,Cadillac,Cadillac,0,Sí,Condesa,182
2024-09-06,Valeria González,Paquete,Reformer,Reformer,12,No,Polanco,4203
2024-09-06,Gabriela Ramírez,Clase Individual,Cadillac,Cadillac,0,No,Condesa,433
2024-09-06,Laura Gutiérrez,Fitpass,Cadillac,Cadillac,0,Sí,Polanco,197
2024-09-06,Laura Pérez,Clase Individual,Chair,Chair,0,No,Roma,481
2024-09-06,Paula Gutiérrez,Fitpass,Reformer,Reformer,0,Sí,Roma,228
2024-09-06,Ana González,Fitpass,Cadillac,Cadillac,0,Sí,Condesa,236
2024-09-06,Sofía Flores,Paquete,Reformer,Reformer,24,No,Polanco,8106
2024-09-06,Mateo Sánchez,Clase Individual,Reformer,Reformer,0,No,Roma,516
2024-09-06,Santiago Mendoza,Clase Individual,Mat Pilates,Ninguno,0,No,Roma,434
2024-09-06,Renata Gómez,Paquete,Chair,Chair,8,No,Roma,3002
2024-09-06,Ana García,Fitpass,Chair,Chair,0,Sí,Polanco,199
2024-09-06,Valeria González,Paquete,Reformer,Reformer,8,No,Roma,2962
2024-09-07,Lucía Flores,Paquete,Reformer,Reformer,8,No,Roma,3202
2024-09-07,Ana Ramírez,Fitpass,Reformer,Reformer,0,Sí,Roma,217
2024-09-07,Mariana Reyes,Fitpass,Reformer,Reformer,0,Sí,Roma,234
2024-09-07,Paula Sánchez,Clase Individual,Reformer,Reformer,0,No,Polanco,400
2024-09-07,Santiago Torres,Paquete,Reformer,Reformer,8,No,Roma,2900
2024-09-07,Carlos Reyes,Fitpass,Reformer,Reformer,0,Sí,Roma,229
2024-09-07,Camila Díaz,Clase Individual,Mat Pilates,Ninguno,0,No,Condesa,470
2024-09-07,Mariana Mendoza,Paquete,Mat Pilates,Ninguno,8,No,Condesa,3117
2024-09-07,Andrea Pérez,Clase Individual,Reformer,Reformer,0,No,Condesa,489
2024-09-07,Natalia Martínez,Paquete,Chair,Chair,24,No,Condesa,8495
2024-09-08,Fernando Martínez,Paquete,Mat Pilates,Ninguno,24,No,Condesa,7977
2024-09-08,Renata Morales,Fitpass,Mat Pilates,Ninguno,0,Sí,Roma,212
2024-09-08,Javier Hernández,Paquete,Chair,Chair,8,No,Polanco,3007
2024-09-08,Regina Pérez,Fitpass,Chair,Chair,0,Sí,Roma,226
2024-09-08,Ana Pérez,Fitpass,Reformer,Reformer,0,Sí,Condesa,205
2024-09-08,Fernando Ramírez,Fitpass,Mat Pilates,Ninguno,0,Sí,Condesa,225
2024-09-08,Javier Jiménez,Fitpass,Mat Pilates,Ninguno,0,Sí,Roma,206
2024-09-08,Rodrigo Morales,Clase Individual,Reformer,Reformer,0,No,Condesa,511
2024-09-08,Fernando Ramírez,Paquete,Cadillac,Cadillac,12,No,Condesa,4394
2024-09-08,Diego Vázquez,Fitpass,Reformer,Reformer,0,Sí,Polanco,231
2024-09-09,Luis Gutiérrez,Fitpass,Chair,Chair,0,Sí,Roma,207
2024-09-09,Diego Mendoza,Fitpass,Mat Pilates,Ninguno,0,Sí,Roma,228
2024-09-09,Regina Mendoza,Fitpass,Reformer,Reformer,0,Sí,Roma,193
2024-09-09,Luis Mendoza,Fitpass,Chair,Chair,0,Sí,Roma,182
2024-09-09,Ana Morales,Fitpass,Chair,Chair,0,Sí,Roma,206
2024-09-09,Fernando Sánchez,Paquete,Cadillac,Cadillac,12,No,Condesa,4516
2024-09-09,Diego Hernández,Paquete,Mat Pilates,Ninguno,12,No,Polanco,4626
2024-09-09,Javier Gómez,Clase Individual,Chair,Chair,0,No,Polanco,390
2024-09-09,Diego Gutiérrez,Fitpass,Reformer,Reformer,0,Sí,Roma,180
2024-09-10,Carolina Mendoza,Paquete,Cadillac,Cadillac,24,No,Roma,8222
2024-09-10,Natalia Pérez,Clase Individual,Reformer,Reformer,0,No,Condesa,414
2024-09-10,Laura González,Fitpass,Reformer,Reformer,0,Sí,Roma,189
2024-09-10,Claudia Jiménez,Paquete,Reformer,Reformer,8,No,Condesa,3005
2024-09-10,Carlos Sánchez,Paquete,Reformer,Reformer,8,No,Polanco,2966
2024-09-10,Gabriela González,Fitpass,Reformer,Reformer,0,Sí,Condesa,180
2024-09-10,Fernanda Cruz,Fitpass,Reformer,Reformer,0,Sí,Roma,186
2024-09-10,Victoria Gómez,Paquete,Reformer,Reformer,24,No,Roma,8845
2024-09-10,Camila Cruz,Paquete,Reformer,Reformer,12,No,Condesa,4385
2024-09-10,Diego García,Fitpass,Reformer,Reformer,0,Sí,Polanco,204
2024-09-10,Renata Morales,Paquete,Reformer,Reformer,8,No,Roma,3154
2024-09-10,Rodrigo Pérez,Fitpass,Chair,Chair,0,Sí,Condesa,206
2024-09-11,Andrea Gómez,Paquete,Reformer,Reformer,8,No,Roma,3046
2024-09-11,Fernanda Hernández,Paquete,Chair,Chair,8,No,Condesa,3194
2024-09-11,Alejandro Díaz,Fitpass,Mat Pilates,Ninguno,0,Sí,Roma,228
2024-09-11,Regina González,Fitpass,Chair,Chair,0,Sí,Polanco,208
2024-09-11,Miguel Pérez,Paquete,Mat Pilates,Ninguno,8,No,Polanco,3053
2024-09-11,Camila Torres,Fitpass,Chair,Chair,0,Sí,Polanco,235
2024-09-11,Luis Díaz,Paquete,Cadillac,Cadillac,12,No,Condesa,4386
2024-09-11,Diego Cruz,Fitpass,Reformer,Reformer,0,Sí,Roma,186
2024-09-11,Regina Rodríguez,Paquete,Reformer,Reformer,12,No,Roma,4193
2024-09-11,Laura Vázquez,Fitpass,Reformer,Reformer,0,Sí,Polanco,233
2024-09-11,Daniela Gómez,Fitpass,Chair,Chair,0,Sí,Condesa,206
2024-09-11,Ximena Ramírez,Fitpass,Mat Pilates,Ninguno,0,Sí,Condesa,188
2024-09-11,Regina Rodríguez,Paquete,Reformer,Reformer,8,No,Polanco,3225
2024-09-11,Diego Hernández,Fitpass,Mat Pilates,Ninguno,0,Sí,Polanco,181
2024-09-12,Regina Gómez,Clase Individual,Chair,Chair,0,No,Roma,474
2024-09-12,Diego López,Fitpass,Mat Pilates,Ninguno,0,Sí,Condesa,188
2024-09-12,Fernando González,Paquete,Reformer,Reformer,12,No,Polanco,4292
2024-09-12,Javier Flores,Clase Individual,Reformer,Reformer,0,No,Roma,410
2024-09-12,Lucía Reyes,Paquete,Reformer,Reformer,8,No,Roma,3236
2024-09-12,Regina Reyes,Clase Individual,Reformer,Reformer,0,No,Condesa,407
2024-09-12,Laura Ramírez,Fitpass,Reformer,Reformer,0,Sí,Roma,205
2024-09-12,Mariana Hernández,Paquete,Reformer,Reformer,8,No,Condesa,2988
2024-09-12,Alejandro Torres,Paquete,Reformer,Reformer,8,No,Condesa,3130
2024-09-12,Lucía Martínez,Fitpass,Chair,Chair,0,Sí,Condesa,235
2024-09-12,Ana García,Fitpass,Reformer,Reformer,0,Sí,Condesa,207
2024-09-12,Mateo Vázquez,Fitpass,Cadillac,Cadillac,0,Sí,Roma,220
2024-09-12,Santiago Pérez,Paquete,Chair,Chair,24,No,Polanco,8003
2024-09-13,Paula García,Paquete,Cadillac,Cadillac,8,No,Roma,3156
2024-09-13,Carlos Mendoza,Paquete,Chair,Chair,12,No,Condesa,4255
2024-09-13,Paula Gómez,Paquete,Reformer,Reformer,24,No,Condesa,8682
2024-09-13,Valeria Gutiérrez,Paquete,Reformer,Reformer,8,No,Polanco,3220
2024-09-13,Mateo Díaz,Paquete,Reformer,Reformer,8,No,Roma,3275
2024-09-13,Ana Vázquez,Fitpass,Mat Pilates,Ninguno,0,Sí,Roma,226
2024-09-13,Fernanda Pérez,Paquete,Cadillac,Cadillac,8,No,Roma,3256
2024-09-13,Gabriela García,Clase Individual,Chair,Chair,0,No,Condesa,478
2024-09-13,Mateo Díaz,Fitpass,Reformer,Reformer,0,Sí,Roma,238
2024-09-13,Valeria González,Paquete,Reformer,Reformer,8,No,Condesa,3103
2024-09-13,Rodrigo Pérez,Paquete,Cadillac,Cadillac,24,No,Roma,8107
2024-09-13,Santiago Mendoza,Fitpass,Reformer,Reformer,0,Sí,Polanco,223
2024-09-13,Miguel Cruz,Fitpass,Reformer,Reformer,0,Sí,Roma,229
2024-09-13,Ximena Vázquez,Clase Individual,Reformer,Reformer,0,No,Roma,443
2024-09-14,Carolina Mendoza,Paquete,Chair,Chair,8,No,Polanco,3160
2024-09-14,Diego Hernández,Paquete,Reformer,Reformer,24,No,Roma,8297
2024-09-14,Miguel Morales,Paquete,Reformer,Reformer,8,No,Roma,3022
2024-09-14,Paula Reyes,Paquete,Reformer,Reformer,24,No,Polanco,8063
2024-09-14,María Reyes,Fitpass,Mat Pilates,Ninguno,0,Sí,Roma,204
2024-09-14,Sofía Pérez,Paquete,Reformer,Reformer,24,No,Condesa,8328
2024-09-14,Fernando Díaz,Clase Individual,Reformer,Reformer,0,No,Condesa,393
2024-09-14,Ximena López,Fitpass,Chair,Chair,0,Sí,Polanco,240
2024-09-14,Natalia Pérez,Paquete,Chair,Chair,8,No,Condesa,3008
2024-09-14,Carolina García,Fitpass,Chair,Chair,0,Sí,Condesa,215
2024-09-14,Miguel Pérez,Fitpass,Reformer,Reformer,0,Sí,Roma,232
2024-09-14,Andrea Reyes,Clase Individual,Reformer,Reformer,0,No,Roma,382
2024-09-15,Luis Sánchez,Fitpass,Cadillac,Cadillac,0,Sí,Roma,235
2024-09-15,Paula Morales,Fitpass,Cadillac,Cadillac,0,Sí,Condesa,202
2024-09-15,Regina Sánchez,Paquete,Chair,Chair,24,No,Roma,8653
2024-09-15,Ana Pérez,Fitpass,Mat Pilates,Ninguno,0,Sí,Roma,222
2024-09-15,Mariana Gómez,Fitpass,Reformer,Reformer,0,Sí,Polanco,200
2024-09-15,Ximena Morales,Clase Individual,Reformer,Reformer,0,No,Polanco,448
2024-09-15,Gabriela Martínez,Paquete,Mat Pilates,Ninguno,12,No,Roma,4309
2024-09-15,Regina Sánchez,Paquete,Reformer,Reformer,8,No,Roma,3178
2024-09-15,Andrea González,Paquete,Mat Pilates,Ninguno,12,No,Polanco,4635
2024-09-15,Valeria Sánchez,Paquete,Reformer,Reformer,12,No,Condesa,4467
2024-09-15,Carlos Pérez,Clase Individual,Reformer,Reformer,0,No,Condesa,460
2024-09-15,Rodrigo Gómez,Paquete,Reformer,Reformer,12,No,Roma,4104
2024-09-15,Laura Gutiérrez,Paquete,Reformer,Reformer,8,No,Condesa,3162
2024-09-16,Ximena Vázquez,Clase Individual,Chair,Chair,0,No,Roma,499
2024-09-16,Paula Flores,Paquete,Reformer,Reformer,8,No,Roma,3239
2024-09-16,Carolina Sánchez,Clase Individual,Cadillac,Cadillac,0,No,Polanco,385
2024-09-16,Gabriela Mendoza,Fitpass,Reformer,Reformer,0,Sí,Roma,228
2024-09-16,Sofía Cruz,Paquete,Chair,Chair,8,No,Roma,2964
2024-09-16,Camila Flores,Clase Individual,Reformer,Reformer,0,No,Roma,445
2024-09-16,Mariana Torres,Clase Individual,Chair,Chair,0,No,Roma,509
2024-09-16,Victoria Gutiérrez,Fitpass,Reformer,Reformer,0,Sí,Polanco,236
2024-09-16,Regina García,Fitpass,Reformer,Reformer,0,Sí,Roma,189
2024-09-16,Sofía Gutiérrez,Fitpass,Mat Pilates,Ninguno,0,Sí,Roma,183
2024-09-16,Alejandro López,Paquete,Mat Pilates,Ninguno,12,No,Roma,4239
2024-09-16,Ana Ramírez,Clase Individual,Cadillac,Cadillac,0,No,Roma,407
2024-09-17,Natalia Hernández,Paquete,Cadillac,Cadillac,12,No,Roma,4681
2024-09-17,Regina Mendoza,Fitpass,Chair,Chair,0,Sí,Condesa,181
2024-09-17,Natalia Mendoza,Paquete,Cadillac,Cadillac,8,No,Roma,3260
2024-09-17,Alejandro Díaz,Clase Individual,Reformer,Reformer,0,No,Roma,415
2024-09-17,Paula Cruz,Fitpass,Reformer,Reformer,0,Sí,Condesa,196
2024-09-17,Lucía Torres,Paquete,Mat Pilates,Ninguno,8,No,Condesa,2991
2024-09-17,Andrea Gómez,Fitpass,Chair,Chair,0,Sí,Polanco,184
2024-09-17,Santiago Hernández,Fitpass,Reformer,Reformer,0,Sí,Condesa,210
2024-09-17,Natalia Mendoza,Paquete,Reformer,Reformer,8,No,Condesa,2953
2024-09-17,Gabriela González,Fitpass,Mat Pilates,Ninguno,0,Sí,Roma,184
2024-09-17,Renata Jiménez,Paquete,Reformer,Reformer,8,No,Condesa,3279
2024-09-17,Renata Cruz,Clase Individual,Chair,Chair,0,No,Condesa,445
2024-09-17,Sofía Gómez,Fitpass,Reformer,Reformer,0,Sí,Roma,180
2024-09-17,Miguel Gutiérrez,Paquete,Mat Pilates,Ninguno,8,No,Condesa,3003
2024-09-18,Camila Vázquez,Fitpass,Reformer,Reformer,0,Sí,Polanco,239
2024-09-18,Paula Vázquez,Paquete,Reformer,Reformer,8,No,Polanco,2935
2024-09-18,Regina Reyes,Paquete,Chair,Chair,12,No,Polanco,4662
2024-09-18,Valeria Reyes,Paquete,Reformer,Reformer,8,No,Roma,3127
2024-09-18,Carolina Hernández,Paquete,Cadillac,Cadillac,8,No,Polanco,3131
2024-09-18,Victoria Hernández,Clase Individual,Reformer,Reformer,0,No,Polanco,479
2024-09-18,Luis Vázquez,Fitpass,Chair,Chair,0,Sí,Roma,202
2024-09-18,Luis Reyes,Clase Individual,Reformer,Reformer,0,No,Condesa,406
2024-09-19,Miguel Mendoza,Paquete,Mat Pilates,Ninguno,12,No,Condesa,4602
2024-09-19,Renata García,Fitpass,Chair,Chair,0,Sí,Roma,181
2024-09-19,Renata Gómez,Paquete,Reformer,Reformer,8,No,Polanco,3014
2024-09-19,Santiago Pérez,Clase Individual,Chair,Chair,0,No,Roma,389
2024-09-19,Laura Pérez,Clase Individual,Chair,Chair,0,No,Polanco,519
2024-09-19,María Reyes,Clase Individual,Cadillac,Cadillac,0,No,Condesa,499
2024-09-19,Laura Flores,Paquete,Reformer,Reformer,8,No,Condesa,3107
2024-09-19,Regina Cruz,Paquete,Chair,Chair,12,No,Condesa,4390
2024-09-19,Fernanda Torres,Paquete,Mat Pilates,Ninguno,12,No,Roma,4583
2024-09-19,Miguel Torres,Paquete,Reformer,Reformer,12,No,Roma,4150
2024-09-19,Miguel Gutiérrez,Fitpass,Reformer,Reformer,0,Sí,Roma,221
2024-09-19,Carlos López,Paquete,Reformer,Reformer,12,No,Condesa,4123
2024-09-19,Ana González,Fitpass,Cadillac,Cadillac,0,Sí,Roma,181
2024-09-19,Victoria Rodríguez,Paquete,Reformer,Reformer,24,No,Condesa,8265
2024-09-19,Sofía Sánchez,Fitpass,Chair,Chair,0,Sí,Condesa,230
2024-09-19,Valeria Reyes,Fitpass,Reformer,Reformer,0,Sí,Condesa,197
2024-09-20,Renata García,Fitpass,Reformer,Reformer,0,Sí,Roma,206
2024-09-20,Gabriela Gómez,Paquete,Reformer,Reformer,12,No,Roma,4267
2024-09-20,Mateo López,Paquete,Mat Pilates,Ninguno,8,No,Condesa,3255
2024-09-20,Santiago Torres,Paquete,Cadillac,Cadillac,12,No,Roma,4664
2024-09-20,Fernanda Torres,Paquete,Chair,Chair,8,No,Roma,3160
2024-09-20,Paula García,Paquete,Mat Pilates,Ninguno,8,No,Roma,3220
2024-09-20,Carlos Díaz,Paquete,Reformer,Reformer,8,No,Roma,2957
2024-09-20,Ximena Ramírez,Paquete,Reformer,Reformer,12,No,Roma,4673
2024-09-20,Sofía Pérez,Fitpass,Reformer,Reformer,0,Sí,Condesa,204
2024-09-20,Andrea Hernández,Fitpass,Reformer,Reformer,0,Sí,Condesa,215
2024-09-20,Alejandro Mendoza,Paquete,Cadillac,Cadillac,8,No,Condesa,3082
2024-09-20,Rodrigo Sánchez,Paquete,Mat Pilates,Ninguno,8,No,Condesa,3232
2024-09-20,Miguel Pérez,Paquete,Reformer,Reformer,24,No,Roma,8759
2024-09-21,Ximena Hernández,Fitpass,Cadillac,Cadillac,0,Sí,Condesa,237
2024-09-21,Javier Vázquez,Fitpass,Reformer,Reformer,0,Sí,Condesa,218
2024-09-21,Mariana Jiménez,Fitpass,Reformer,Reformer,0,Sí,Polanco,211
2024-09-21,Diego García,Paquete,Chair,Chair,24,No,Condesa,8897
2024-09-21,Mateo Vázquez,Fitpass,Cadillac,Cadillac,0,Sí,Roma,190
2024-09-21,Camila Vázquez,Fitpass,Chair,Chair,0,Sí,Condesa,214
2024-09-21,Lucía Pérez,Clase Individual,Mat Pilates,Ninguno,0,No,Roma,403
2024-09-21,Ana Gutiérrez,Paquete,Mat Pilates,Ninguno,8,No,Roma,3191
2024-09-21,Daniela Hernández,Paquete,Reformer,Reformer,8,No,Condesa,3286
2024-09-22,Carolina Martínez,Fitpass,Reformer,Reformer,0,Sí,Roma,198
2024-09-22,Lucía Rodríguez,Paquete,Reformer,Reformer,8,No,Roma,3201
2024-09-22,Carolina Ramírez,Fitpass,Mat Pilates,Ninguno,0,Sí,Roma,231
2024-09-22,Carlos Díaz,Clase Individual,Reformer,Reformer,0,No,Condesa,432
2024-09-22,Fernando Sánchez,Paquete,Cadillac,Cadillac,12,No,Roma,4217
2024-09-22,Ximena López,Fitpass,Reformer,Reformer,0,Sí,Polanco,213
2024-09-22,Javier Rodríguez,Paquete,Chair,Chair,8,No,Condesa,3195
2024-09-22,Rodrigo Sánchez,Clase Individual,Reformer,Reformer,0,No,Polanco,498
2024-09-22,Sofía Martínez,Clase Individual,Chair,Chair,0,No,Polanco,493
2024-09-22,Rodrigo García,Fitpass,Mat Pilates,Ninguno,0,Sí,Condesa,186
2024-09-22,Paula Sánchez,Fitpass,Chair,Chair,0,Sí,Roma,180
2024-09-22,María Flores,Fitpass,Chair,Chair,0,Sí,Condesa,207
2024-09-22,Mateo Reyes,Paquete,Reformer,Reformer,12,No,Condesa,4696
2024-09-22,Alejandro Jiménez,Clase Individual,Reformer,Reformer,0,No,Condesa,465
2024-09-23,Fernando Gutiérrez,Clase Individual,Reformer,Reformer,0,No,Polanco,489
2024-09-23,Valeria Flores,Fitpass,Mat Pilates,Ninguno,0,Sí,Condesa,217
2024-09-23,Luis Pérez,Fitpass,Reformer,Reformer,0,Sí,Polanco,189
2024-09-23,María Flores,Fitpass,Mat Pilates,Ninguno,0,Sí,Roma,182
2024-09-23,Santiago Gutiérrez,Clase Individual,Reformer,Reformer,0,No,Condesa,500
2024-09-23,Fernanda Cruz,Fitpass,Reformer,Reformer,0,Sí,Roma,210
2024-09-23,Diego Sánchez,Clase Individual,Mat Pilates,Ninguno,0,No,Condesa,418
2024-09-23,Valeria Sánchez,Fitpass,Reformer,Reformer,0,Sí,Polanco,240
2024-09-23,Laura Gómez,Clase Individual,Mat Pilates,Ninguno,0,No,Roma,415
2024-09-23,Carolina Díaz,Fitpass,Reformer,Reformer,0,Sí,Roma,185
2024-09-23,Alejandro Flores,Fitpass,Cadillac,Cadillac,0,Sí,Roma,206
2024-09-24,Renata Torres,Clase Individual,Reformer,Reformer,0,No,Condesa,497
2024-09-24,Renata Gómez,Fitpass,Cadillac,Cadillac,0,Sí,Condesa,197
2024-09-24,Andrea Díaz,Paquete,Chair,Chair,24,No,Condesa,8109
2024-09-24,Renata Sánchez,Fitpass,Reformer,Reformer,0,Sí,Polanco,189
2024-09-24,Mateo Gómez,Fitpass,Chair,Chair,0,Sí,Condesa,240
2024-09-24,Lucía García,Paquete,Cadillac,Cadillac,24,No,Roma,8838
2024-09-24,Mariana Martínez,Paquete,Reformer,Reformer,12,No,Roma,4412
2024-09-24,Miguel Gutiérrez,Fitpass,Mat Pilates,Ninguno,0,Sí,Roma,233
2024-09-24,Andrea Vázquez,Fitpass,Mat Pilates,Ninguno,0,Sí,Polanco,234
2024-09-24,Sofía Gómez,Paquete,Cadillac,Cadillac,8,No,Roma,3083
2024-09-24,Fernanda Gutiérrez,Paquete,Reformer,Reformer,24,No,Polanco,8204
2024-09-24,Rodrigo Ramírez,Paquete,Cadillac,Cadillac,12,No,Polanco,4145
2024-09-24,Ana Flores,Paquete,Mat Pilates,Ninguno,8,No,Polanco,3153
2024-09-24,Ana García,Clase Individual,Reformer,Reformer,0,No,Roma,441
2024-09-25,Fernando Martínez,Paquete,Reformer,Reformer,8,No,Roma,2946
2024-09-25,Ana Gómez,Paquete,Reformer,Reformer,12,No,Polanco,4603
2024-09-25,Carlos Morales,Fitpass,Reformer,Reformer,0,Sí,Condesa,211
2024-09-25,Victoria Gutiérrez,Clase Individual,Mat Pilates,Ninguno,0,No,Condesa,506
2024-09-25,Camila Cruz,Fitpass,Reformer,Reformer,0,Sí,Polanco,185
2024-09-25,Victoria González,Fitpass,Reformer,Reformer,0,Sí,Polanco,237
2024-09-25,Alejandro Mendoza,Clase Individual,Mat Pilates,Ninguno,0,No,Polanco,465
2024-09-25,Daniela Sánchez,Paquete,Reformer,Reformer,12,No,Polanco,4216
2024-09-25,Fernanda Díaz,Paquete,Reformer,Reformer,8,No,Polanco,2917
2024-09-25,Carolina Cruz,Fitpass,Chair,Chair,0,Sí,Polanco,205
2024-09-25,Mateo Hernández,Clase Individual,Reformer,Reformer,0,No,Polanco,440
2024-09-25,Regina González,Paquete,Mat Pilates,Ninguno,8,No,Condesa,2999
2024-09-25,Valeria Flores,Fitpass,Chair,Chair,0,Sí,Roma,186
2024-09-25,Alejandro Pérez,Paquete,Reformer,Reformer,8,No,Condesa,3215
2024-09-25,Fernanda Hernández,Paquete,Reformer,Reformer,8,No,Polanco,3032
2024-09-25,Paula Flores,Paquete,Reformer,Reformer,8,No,Roma,2928
2024-09-25,Gabriela Ramírez,Fitpass,Mat Pilates,Ninguno,0,Sí,Condesa,200
2024-09-25,Regina Vázquez,Clase Individual,Chair,Chair,0,No,Polanco,394
2024-09-25,Fernando Mendoza,Paquete,Cadillac,Cadillac,8,No,Condesa,3286
2024-09-25,Carlos Mendoza,Paquete,Reformer,Reformer,24,No,Polanco,8024
2024-09-25,Carolina Vázquez,Clase Individual,Chair,Chair,0,No,Condesa,385
2024-09-26,Claudia Jiménez,Paquete,Reformer,Reformer,8,No,Condesa,3194
2024-09-26,Gabriela García,Clase Individual,Reformer,Reformer,0,No,Condesa,443
2024-09-26,Camila González,Fitpass,Reformer,Reformer,0,Sí,Polanco,193
2024-09-26,Victoria Jiménez,Fitpass,Reformer,Reformer,0,Sí,Roma,232
2024-09-26,Miguel González,Paquete,Mat Pilates,Ninguno,24,No,Polanco,8312
2024-09-26,Lucía Díaz,Paquete,Reformer,Reformer,24,No,Roma,8022
2024-09-26,Carolina García,Paquete,Reformer,Reformer,8,No,Roma,3038
2024-09-26,Mariana Rodríguez,Paquete,Chair,Chair,24,No,Roma,8854
2024-09-26,Andrea López,Paquete,Cadillac,Cadillac,8,No,Roma,3005
2024-09-26,Ana González,Paquete,Mat Pilates,Ninguno,8,No,Condesa,2925
2024-09-26,Carlos García,Fitpass,Reformer,Reformer,0,Sí,Roma,216
2024-09-26,Luis Reyes,Paquete,Reformer,Reformer,8,No,Condesa,2935
2024-09-26,Ximena Morales,Fitpass,Reformer,Reformer,0,Sí,Condesa,209
2024-09-26,Victoria Torres,Fitpass,Reformer,Reformer,0,Sí,Roma,196
2024-09-26,Claudia Mendoza,Paquete,Reformer,Reformer,12,No,Condesa,4190
2024-09-26,Rodrigo Cruz,Paquete,Cadillac,Cadillac,8,No,Polanco,2913
2024-09-27,Ana Morales,Clase Individual,Mat Pilates,Ninguno,0,No,Roma,506
2024-09-27,Claudia García,Paquete,Cadillac,Cadillac,12,No,Roma,4650
2024-09-27,Claudia Vázquez,Paquete,Mat Pilates,Ninguno,8,No,Polanco,2945
2024-09-27,Diego Reyes,Paquete,Reformer,Reformer,12,No,Roma,4400
2024-09-27,Santiago Reyes,Clase Individual,Chair,Chair,0,No,Roma,431
2024-09-27,Mariana Díaz,Clase Individual,Mat Pilates,Ninguno,0,No,Polanco,382
2024-09-27,Luis Rodríguez,Paquete,Chair,Chair,12,No,Polanco,4436
2024-09-27,Laura Mendoza,Clase Individual,Reformer,Reformer,0,No,Roma,466
2024-09-27,Ana Gutiérrez,Fitpass,Reformer,Reformer,0,Sí,Condesa,214
2024-09-27,Fernanda González,Fitpass,Cadillac,Cadillac,0,Sí,Condesa,216
2024-09-27,Miguel Torres,Clase Individual,Chair,Chair,0,No,Roma,429
2024-09-28,Regina García,Paquete,Reformer,Reformer,8,No,Condesa,3222
2024-09-28,Javier Rodríguez,Clase Individual,Reformer,Reformer,0,No,Roma,501
2024-09-28,Sofía Rodríguez,Paquete,Reformer,Reformer,8,No,Polanco,2921
2024-09-28,Daniela Morales,Paquete,Cadillac,Cadillac,8,No,Condesa,3022
2024-09-28,Ximena Flores,Paquete,Reformer,Reformer,8,No,Roma,3127
2024-09-28,Alejandro Torres,Fitpass,Reformer,Reformer,0,Sí,Roma,232
2024-09-28,Santiago Torres,Fitpass,Reformer,Reformer,0,Sí,Polanco,199
2024-09-28,Ximena López,Paquete,Chair,Chair,8,No,Roma,3050
2024-09-28,Miguel López,Fitpass,Chair,Chair,0,Sí,Roma,196
2024-09-28,Victoria Martínez,Fitpass,Reformer,Reformer,0,Sí,Condesa,184
2024-09-28,Camila González,Paquete,Reformer,Reformer,8,No,Roma,2967
2024-09-28,Renata Ramírez,Paquete,Reformer,Reformer,8,No,Roma,3210
2024-09-28,Renata Morales,Paquete,Cadillac,Cadillac,24,No,Roma,8421
2024-09-28,Luis Díaz,Fitpass,Chair,Chair,0,Sí,Roma,185
2024-09-28,Mateo Sánchez,Paquete,Chair,Chair,8,No,Polanco,2995
2024-09-28,Ana López,Fitpass,Reformer,Reformer,0,Sí,Polanco,234
2024-09-28,María Reyes,Clase Individual,Chair,Chair,0,No,Roma,482
2024-09-29,Andrea Pérez,Clase Individual,Reformer,Reformer,0,No,Roma,453
2024-09-29,Mateo Sánchez,Paquete,Cadillac,Cadillac,24,No,Condesa,8008
2024-09-29,Renata Cruz,Clase Individual,Reformer,Reformer,0,No,Roma,424
2024-09-29,Lucía Flores,Paquete,Mat Pilates,Ninguno,24,No,Polanco,8815
2024-09-29,Daniela González,Paquete,Reformer,Reformer,24,No,Roma,8758
2024-09-29,Ximena Jiménez,Paquete,Chair,Chair,8,No,Condesa,3256
2024-09-29,Alejandro Flores,Fitpass,Reformer,Reformer,0,Sí,Roma,222
2024-09-29,Camila Rodríguez,Paquete,Reformer,Reformer,8,No,Polanco,3180
2024-09-29,Diego Martínez,Paquete,Cadillac,Cadillac,12,No,Roma,4607
2024-09-29,Ana Gómez,Fitpass,Reformer,Reformer,0,Sí,Condesa,239
2024-09-29,Diego Mendoza,Clase Individual,Mat Pilates,Ninguno,0,No,Condesa,433
2024-09-29,Paula Rodríguez,Paquete,Reformer,Reformer,8,No,Roma,2971
2024-09-29,Sofía González,Paquete,Reformer,Reformer,8,No,Condesa,2979
2024-09-30,Natalia Pérez,Paquete,Cadillac,Cadillac,12,No,Roma,4594
2024-09-30,Javier Vázquez,Fitpass,Chair,Chair,0,Sí,Polanco,209
2024-09-30,Rodrigo Gómez,Fitpass,Cadillac,Cadillac,0,Sí,Condesa,191
2024-09-30,Laura Vázquez,Fitpass,Chair,Chair,0,Sí,Roma,196
2024-09-30,Alejandro López,Clase Individual,Chair,Chair,0,No,Roma,423
